id;question;answer;source_doc;source_loc;tags;difficulty
497;Çok isimli bir yayýn veya patent faaliyeti için araþtýrmacýlarýn puaný hesaplanýrken hangi (k) katsayýsý tablosu esas alýnýr?;"Çok isimli faaliyetlerde kiþi sayýsýna göre deðiþen (k) katsayýsý uygulanýr: Tek isimli faaliyetler için k=1; iki isimli faaliyetler için k=0,8; üç isimli faaliyetler için k=0,6; dört isimli faaliyetler için k=0,45; beþ kiþi için k=0,2; altý kiþi için k=0,16; yedi veya daha fazla kiþi için k=1/kiþi sayýsý formülü uygulanýr; bu katsayý faaliyetin temel puaný ile çarpýlarak her bir araþtýrmacýnýn bireysel puanýna ulaþýlýr; bu paylaþým usulü makale, kitap, teblið ve patent gibi üretimlerin tamamý için geçerlidir.";[Yönetmelik];Madde 8(4) / Tablo 1;k katsayýsý|kiþi sayýsý|paylaþým|puanlama;med
498;Akademik teþvik kapsamýnda deðerlendirilecek projelerde yürütücü ve araþtýrmacý rolleri için hangi (r) katsayýlarý uygulanmaktadýr?;"Projelerdeki rollere göre (r) katsayýsý Tablo 2'de belirlenmiþtir: Projenin 'Yürütücüsü' olan öðretim elemaný için r=1 katsayýsý uygulanýrken; projede 'Araþtýrmacý' veya 'Bursiyer' olarak görev yapanlar için r=0,5 katsayýsý uygulanýr; bu katsayý projenin türüne göre belirlenen (örneðin TÜBÝTAK 1001 için 80) faaliyet oraný ile çarpýlarak araþtýrmacýnýn o projeden elde edeceði puan oranýna ulaþýlmasýný saðlar; sonuç puaný projenin tür puaný (20) ile oranlanarak toplama eklenir; sadece baþarýyla tamamlanmýþ projeler bu hesaplamaya dahil edilir.";[Yönetmelik];Madde 8(5) / Tablo 2;r katsayýsý|proje rolü|yürütücü|araþtýrmacý;easy
499;SCI, SCI-Expanded, SSCI ve AHCI kapsamýndaki dergilerde yayýmlanan makaleler için kullanýlan (p) katsayýsý nasýl belirlenir?;"p katsayýsý, makalenin yayýmlandýðý yýl için derginin ISI Web of Science Çeyreklik (Quartile/Q) sýnýflandýrmasýna göre belirlenir: Q1 grubu dergiler için p=1; Q2 için p=0,8; Q3 için p=0,5; Q4 için p=0,25 uygulanýr; eðer bir derginin Q deðeri henüz belirlenmemiþse en alt katsayý olan 0,25 deðeri esas alýnýr; AHCI kapsamýndaki dergiler için ise katsayý sabit 0,5 olarak uygulanýr; araþtýrmacýlarýn WOS üzerinden aldýklarý ve makalenin yayýmlandýðý yýla ait Q deðerini gösteren belgeyi sisteme yüklemeleri bu katsayýnýn tespiti için zorunludur.";[Yönetmelik];Madde 8(6) / Tablo 3;p katsayýsý|quartile|Q deðeri|dergi;hard
500;Özel bir paylaþým oraný bulunmayan karma sanatsal etkinliklerde puanlama kiþi sayýsýna bölünür mü?;"Normalde faaliyetlerde oran/kiþi sayýsý dikkate alýnýrken; sergi faaliyet türündeki karma etkinlikler ile uluslararasý boyutta performansa dayalý yayýmlanmýþ karma ses veya görüntü kayýtlarý bu kuraldan muaftýr; bu tür faaliyetlerde katýlýmcý sayýsýna bakýlmaksýzýn her bir öðretim elemanýna tam puan verilir; bu istisna dýþýnda kalan tüm faaliyetlerde (yayýn, teblið, patent vb.) yazar sayýsýna göre belirlenen (k) katsayýsý üzerinden puan paylaþýmý yapýlmasý zorunludur; bu düzenleme sanatsal ortak üretimleri desteklemeyi hedefler.";[Yönetmelik];Madde 8(7);karma etkinlik|istisna|kiþi sayýsý|ses kaydý;hard
501;Teþvik ödemesi yapýldýktan sonra sunulan faaliyetlerin gerçeðe aykýrý olduðu tespit edilirse hangi yasal yaptýrýmlar uygulanýr?;"Ödeme yapýldýktan sonra faaliyetlerin gerçeðe aykýrý olduðu veya yönetmelik kapsamýna girmediði anlaþýlan durumlarda, yapýlan ödemeler kanuni faiziyle birlikte geri alýnýr; ayrýca gerçeðe aykýrý, yanlýþ veya yanýltýcý bildirimde bulunanlar hakkýnda komisyonun tespiti ile idari inceleme baþlatýlýr; inceleme sonucuna göre cezai müeyyidelerin uygulanmasý gerekirse genel hükümler çerçevesinde iþlem tesis edilir; araþtýrmacýlar beyan ettikleri her türlü verinin ve sunduklarý belgelerin doðruluðundan þahsen sorumludurlar; bu durum akademik dürüstlüðün korunmasý amacýyla yönetmelikte sýký bir þekilde düzenlenmiþtir.";[Yönetmelik];Madde 10(5);yanlýþ beyan|yaptýrým|geri alma|kanuni faiz;med
502;Akademik teþvik ödeneðinden yararlanma hakký olmayan öðretim elemaný grubu yönetmelikte nasýl belirtilmiþtir?;"Yönetmeliðin 6. maddesinin 9. fýkrasý uyarýnca yabancý uyruklu öðretim elemanlarý akademik teþvik ödeneðinden yararlanamaz; bu düzenleme sadece devlet yükseköðretim kurumlarý kadrolarýnda bulunan Türk vatandaþý öðretim elemanlarýný ve Milli Savunma Üniversitesi gibi ilgili madde kapsamýnda sayýlan özel kurumlardaki personeli kapsamaktadýr; yabancý uyruklu personel sistem üzerinden faaliyet beyanýnda bulunsa dahi puan hesaplamasý yapýlmaz ve ödeme listelerine dahil edilmezler; bu kuralýn herhangi bir istisnasý yönetmelikte yer almamaktadýr; personelin uyrukluk bilgisi ilgili birimlerce denetlenir.";[Yönetmelik];Madde 6(9);yabancý uyruklu|kapsam dýþý|öðretim elemaný|ödeme;easy
503;Birim komisyonu tarafýndan hazýrlanan deðerlendirme raporlarýnda puan deðiþikliði yapýlan faaliyetler için hangi açýklama zorunluluðu vardýr?;"Birim akademik teþvik baþvuru ve inceleme komisyonu tarafýndan hazýrlanan deðerlendirme raporunda reddedilen veya beyan edilen puan deðerinde deðiþiklik yapýlan (artýrýlan veya azaltýlan) her bir akademik faaliyetle ilgili olarak mutlaka açýklama bulunmasý zorunludur; bu açýklamalar yönetmelik maddelerine ve kanýt eksikliðine dayandýrýlmalýdýr; raporlar ilgili dekan veya müdür tarafýndan onaylanarak ilan edilen takvime uygun þekilde üst komisyona iletilir; gerekçesiz yapýlan puan düþürmeleri itiraz sürecinde araþtýrmacý lehine deðerlendirilebilir; her bir faaliyet satýrý için ayrý not düþülmesi esastýr.";[Yönetmelik];Madde 6(4);deðerlendirme raporu|gerekçe|puan deðiþikliði|komisyon;med
504;Yurt dýþý araþtýrma faaliyetlerinde puan hesaplamasý hangi katsayý ve zaman birimi üzerinden yapýlmaktadýr?;"Yönetmeliðin Faaliyet Hesaplama Tablosu (Tablo 4) uyarýnca araþtýrma faaliyetleri ay üzerinden deðerlendirilir; yurt dýþý araþtýrma faaliyetlerinde her bir tam ay için katsayý 15 olarak belirlenmiþtir; araþtýrmacýnýn puaný '15 x ay (süre)' formülüyle hesaplanýr; ancak bu kategorinin toplam puaný 15 puaný geçemez; araþtýrmanýn puan alabilmesi için en az dört ay sürmesi ve üniversite yönetim kurulu izniyle yürütülmüþ olmasý þarttýr; süre hesabý resmi görevlendirme ve sonuç raporundaki tarihler üzerinden yapýlýr; dört aydan kýsa araþtýrmalar puanlanmaz.";[Yönetmelik];Tablo 4 / Madde 7(3);araþtýrma|yurt dýþý|ay katsayýsý|puanlama;hard
505;Akademik teþvik itiraz süreci tamamlandýktan sonra üst komisyonun vereceði kararlarýn hukuki niteliði nedir?;"Komisyon kararlarýna karþý duyuru tarihinden itibaren beþ iþ günü içinde yazýlý olarak itiraz edilebilir; komisyon bu itirazlarý, itiraz süresinin bittiði tarihten itibaren en geç beþ iþ günü içerisinde karara baðlar; Yönetmeliðin 6. maddesinin 6. fýkrasýna göre komisyonun itirazlar sonucunda vereceði bu kararlar kesindir; bu aþamadan sonra üniversite bünyesinde baþka bir itiraz merci bulunmamaktadýr; kesinleþen kararlar doðrultusunda nihai listeler oluþturularak ödeme birimlerine gönderilir; idari süreç bu noktada tamamlanmýþ kabul edilir.";[Yönetmelik];Madde 6(6);itiraz kararý|kesin karar|üst komisyon|hukuki nitelik;med
506;Uluslararasý patent faaliyetlerinin akademik teþvik kapsamýnda deðerlendirilebilmesi için tescil belgesinde hangi teknik kriterler aranýr?;"Patent Ýþbirliði Antlaþmasý (PCT) kapsamýnda yapýlan baþvurularda; uluslararasý araþtýrma raporunun yazýlý görüþ kýsmýnda veya ön inceleme raporunda en az bir istemin patentlenebilirlik kriterlerini (yenilik, buluþ basamaðý, sanayiye uygulanabilirlik) saðladýðýnýn ifade edilmiþ olmasý þarttýr; bu teknik kriterleri saðlamayan baþvurular puanlanamaz; Avrupa Patent Ofisi (EPO) tarafýndan verilen patentler de bu kapsamdadýr; patentlerin tescil tarihinin 2025 yýlý olmasý esastýr; tescil belgesinin nüshasý veya yetkili mercilerce düzenlenen onay raporu FUATS sistemine yüklenmelidir.";[Yönetmelik];Madde 3(ö) / Madde 7(7);patent|tescil|yenilik|buluþ basamaðý;hard
507;Hangi dergi türleri akademik teþvik kapsamýnda hiçbir þekilde deðerlendirmeye alýnmaz ve kapsam dýþý tutulmuþtur?;"Yönetmeliðin 7. maddesinin 4. fýkrasý ve Baþvuru Rehberi uyarýnca; Alan Ýndeksi ve ULAKBÝM TR DÝZÝN’de taranmayan ulusal dergiler kesinlikle kapsam dýþýdýr; ayrýca ISSN numarasý bulunmayan dergilerde yayýmlanan çalýþmalar puanlanmaz; popüler dergiler, gazete makaleleri veya akademik niteliði belgelenemeyen yayýn organlarý teþvik dýþý býrakýlmýþtýr; araþtýrmacýlarýn sadece SSCI, SCI, SCI-Exp, AHCI veya ÜAK alan endeksleri kapsamýndaki dergilerdeki çalýþmalarýný beyan etmeleri gerekmektedir; yayýn hayatý beþ yýldan az olan yeni dergiler de uluslararasý kategoride kabul edilmez.";[Yönetmelik] | [Baþvuru Rehberi];Madde 7(4) / Madde 22;dergi|kapsam dýþý|ulakbim|indeks;med
508;Tebliðlerin sunulduðu etkinliðe tebliðde ismi yer alan araþtýrmacýlarýn katýlým saðladýðýný gösteren hangi belgeler sunulmalýdýr?;"Tebliðlerin deðerlendirilmesinde; tebliðin ilgili etkinlikte sunulmuþ olduðunun belgelendirilmesi esastýr; bu kapsamda etkinlik programý ve etkinliðe tebliðde ismi yer alan en az bir araþtýrmacýnýn katýlým saðladýðýný gösterir 'katýlým belgesi' veya resmi yazý sunulmalýdýr; ayrýca tebliðin elektronik veya basýlý olarak etkinlik teblið kitapçýðýnda yer almasý ve yayýmlanmýþ tam metninin sunulmasý zorunludur; tam metni bulunmayan veya katýlýmý kanýtlanamayan bildiriler, programda yer alsa dahi puanlamaya esas alýnmaz; çevrimiçi sunumlarda da benzer katýlým kanýtlarý aranýr.";[Yönetmelik] | [Baþvuru Rehberi];Madde 7(9) / Madde 43;teblið|katýlým belgesi|tam metin|sunum;easy
509;Akademik teþvik ödeneði hangi unvanlardaki öðretim elemanlarýna en yüksek Devlet memuru brüt aylýðýnýn hangi oranlarýnda ödenir?;"Akademik teþvik ödemesi; profesör kadrosundakiler için %100, doçent kadrosundakiler için %90, doktor öðretim üyeleri için %80, araþtýrma görevlisi ve öðretim görevlisi kadrosundakiler için ise %70 oraný üzerinden hesaplanýr; bu oranlar en yüksek Devlet memuru brüt aylýðý tutarý ile çarpýlýr ve bulunan rakam akademik teþvik puanýnýn yüze bölünmesiyle elde edilen oranla tekrar çarpýlarak nihai ödeme miktarýna ulaþýlýr; hesaplamada baþvuru tarihindeki kadro unvaný esas alýnýr; unvan deðiþikliði durumunda bir sonraki yýlýn baþvurusu güncel unvan üzerinden deðerlendirilir.";[Yönetmelik];Madde 8(1) / Madde 8(8);ödeme oraný|unvan|kadro|hesaplama;easy
510;YÖK Yýlýn Doktora Tezi Ödülü akademik teþvik puanlamasýnda kaç puanlýk bir faaliyet oranýna sahiptir?;"Faaliyet Hesaplama Tablosu'na (Tablo 4) göre YÖK Yýlýn Doktora Tezi Ödülü %100 faaliyet oranýna sahiptir; bu oran ödül kategorisinin temel puaný olan 20 ile çarpýlarak doðrudan 20 puan kazandýrýr; benzer þekilde TÜBÝTAK Bilim Ödülü ve TÜBA Akademi Ödülü de %100 oran ile deðerlendirilir; ödülün mutlaka 2025 yýlý içerisinde verilmiþ olmasý þarttýr; mansiyonlar, teþekkür belgeleri veya kurum içi verilen baþarý belgeleri bu kapsamda deðerlendirilmez; araþtýrmacýlarýn yetkili mercilerce onaylanmýþ ödül belgesinin nüshasýný FUATS sistemine kanýt olarak yüklemeleri zorunludur.";[Yönetmelik];Tablo 4 (Ödül);yök ödülü|doktora tezi|puanlama|bilim ödülü;"hard"""
511;Fýrat Üniversitesi öðretim elemanlarýnýn 2025 yýlý faaliyetleri için akademik teþvik baþvurularýný hangi tarihlerde yapmalarý gerekmektedir?;"Öðretim elemanlarý akademik teþvik baþvurularýný 02-11 Ocak 2026 tarihleri arasýnda gerçekleþtirmelidir. Baþvurular, kadrolarýnýn bulunduðu yükseköðretim kurumunun ilgili birim akademik teþvik baþvuru ve inceleme komisyonuna yapýlmalýdýr. Bu süreçte YÖKSÝS’ten alýnan çýktý ile birlikte FU Akademik Teþvik Sistemi (FUATS) üzerinden online baþvuru tamamlanmalý; sadece YÖKSÝS ve FUATS çýktýlarý imzalanarak birimlere fiziksel olarak teslim edilmelidir.";[Takvim]|[Baþvuru Rehberi];02-11 Ocak 2026;baþvuru|tarih|fuats|yöksis;easy
512;Birim akademik teþvik baþvuru ve inceleme komisyonu baþvurularý hangi tarihler arasýnda inceleyerek sisteme giriþlerini tamamlamalýdýr?;Öðretim elemanlarýnca yapýlan baþvurular, birim akademik teþvik baþvuru ve inceleme komisyonu tarafýndan 12-15 Ocak 2026 tarihleri arasýnda FUATS sistemi üzerinden incelenir. Komisyon, teþvik almaya hak kazananlarýn verilerini 15 Ocak 2026 tarihinde sisteme girmeli ve ilgili YÖKSÝS ve FUATS çýktýlarýný Dekanlýk veya Müdürlüklere iletmelidir. Bu aþama, birim düzeyindeki deðerlendirmenin resmiyet kazandýðý ve belgelerin üst komisyona iletilmek üzere hazýrlandýðý süreçtir.;[Takvim]|[Baþvuru Rehberi];12-15 Ocak 2026;birim komisyonu|inceleme|veri giriþi|takvim;med
513;Üst komisyon tarafýndan ilan edilen akademik teþvik sonuçlarýna karþý itirazlar hangi tarihlerde ve nasýl yapýlmalýdýr?;"Akademik Teþvik Düzenleme, Denetleme ve Ýtiraz Komisyonu tarafýndan ilan edilen sonuçlara karþý itirazlar 26-30 Ocak 2026 tarihleri arasýnda yapýlabilir. Ýtiraz dilekçelerinin mutlaka Rektör Yardýmcýlýðý Makamýna þahsen ve elden teslim edilmesi gerekmektedir. Posta veya e-posta yoluyla yapýlan itirazlar kabul edilmez; elden teslim edilen bu dilekçeler komisyon tarafýndan 01-05 Þubat 2026 tarihleri arasýnda deðerlendirilerek nihai karara baðlanacaktýr.";[Takvim]|[Baþvuru Rehberi];26-30 Ocak 2026;itiraz|dilekçe|rektör yardýmcýsý|takvim;med
514;Akademik teþvik ödeneði almaya hak kazanan öðretim elemanlarýnýn kesin listeleri hangi tarihte ödeme birimlerine bildirilir?;Akademik teþvik süreci itirazlarýn deðerlendirilmesiyle tamamlandýktan sonra, 06 Þubat 2026 tarihinde kesin listeler oluþturulur. Bu listeler, teþvik almaya hak kazanan öðretim elemanlarýna ödeme yapýlabilmesi amacýyla üniversitenin ilgili harcama birimlerine ayný gün bildirilir. Bu bildirimle birlikte idari süreç sona erer ve ödemeler Þubat ayýnýn on beþinden itibaren baþlatýlacak olan 12 aylýk periyoda dahil edilir.;[Takvim]|[Baþvuru Rehberi];06 Þubat 2026;kesin liste|ödeme|harcama birimi|takvim;easy
515;Birim komisyonlarý tarafýndan onaylanan akademik teþvik baþvuru evraklarý rektörlükteki üst komisyona ne zaman gönderilmelidir?;Dekanlýk veya Müdürlükler, birim komisyonlarý tarafýndan incelenen ve onaylanan ilgili akademik teþvik evraklarýný 16 Ocak 2026 tarihinde Akademik Teþvik Düzenleme, Denetleme ve Ýtiraz Komisyonuna göndermekle yükümlüdür. Bu evraklar YÖKSÝS ve FUATS çýktýlarýný ve birim deðerlendirme raporlarýný içerir. Üst komisyon bu belgeleri 17-24 Ocak 2026 tarihleri arasýnda inceleyerek üniversite genelindeki deðerlendirme sürecini yürütür ve ilk sonuçlarý ilan eder.;[Takvim]|[Baþvuru Rehberi];16 Ocak 2026;evrak gönderimi|dekanlýk|üst komisyon|takvim;med
516;Akademik teþvik baþvurusu için araþtýrmacýlarýn hangi sistemlere veri giriþi yapmasý ve hangi dökümanlarý imzalamasý zorunludur?;"Araþtýrmacýlarýn öncelikle akademik faaliyet verilerini YÖKSÝS sistemine girmeleri, ardýndan FUATS sistemi üzerinden baþvuru yaparak gerekli belgeleri yüklemeleri zorunludur. Akademik teþvik ödeneði baþvurusunda bulunacak kiþilerin, hem YÖKSÝS çýktýsýnýn hem de FUATS sistem çýktýsýnýn her sayfasýný ýslak imzalý olarak birimlerine sunmalarý þarttýr. Sadece son sayfanýn imzalanmasý yeterli kabul edilmez; tüm sayfalarýn imzalanmasý beyan edilen verilerin doðruluðunun araþtýrmacý tarafýndan taahhüt edildiði anlamýna gelmektedir.";[Baþvuru Rehberi];Madde 8;imza|yöksis|fuats|baþvuru;easy
517;Vakýf üniversitelerinden devlet üniversitelerine geçen öðretim elemanlarýnýn akademik teþvik baþvurusu yaparken uymasý gereken kýsýtlama nedir?;Vakýf üniversitelerinden devlet üniversitelerine geçen öðretim elemanlarý, sadece devlet üniversitelerinde görev yaptýklarý süre içerisinde gerçekleþtirdikleri akademik faaliyetleri için teþvik baþvurusunda bulunabilirler. Vakýf üniversitesi kadrosundayken yürütülen projeler veya yayýmlanan makaleler devlet kurumuna geçilse dahi puanlamaya dahil edilmez. Bu durumdaki araþtýrmacýlarýn YÖKSÝS çýktýsýnda her bir faaliyetin hangi kurumda yapýldýðýný göstermeleri ve Kurum Deðiþikliði Beyan Formunu sunmalarý zorunluluktur.;[Baþvuru Rehberi]|[Yönetmelik];Sayfa 7 / Madde 6(7);vakýf üniversitesi|kurum deðiþikliði|devlet üniversitesi|kýsýtlama;hard
518;Döner sermaye üzerinden yürütülen projelerin akademik teþvik kapsamýnda deðerlendirilebilmesi için hangi bütçe ve süre þartlarý aranýr?;Döner sermaye üzerinden yapýlan dýþ kaynaklý projelerin puanlanabilmesi için projenin Ar-Ge niteliði taþýmasý ve toplam süresinin dokuz aydan az olmamasý þarttýr. Ayrýca, projenin maddi desteðinin mutlaka üniversiteye aktarýlmýþ olmasý ve projenin 2025 yýlý içerisinde baþarýyla sonuçlandýrýlarak sonuç raporunun onaylanmýþ olmasý gerekmektedir. Süresi dokuz aydan az olan veya üniversite hesaplarýna giriþi yapýlmayan projeler akademik teþvik kapsamý dýþýnda tutulur.;[Baþvuru Rehberi]|[Yönetmelik];Madde 11 / Madde 7(2);döner sermaye|proje|Ar-Ge|bütçe;hard
519;Yükseköðretim kurumlarý tarafýndan desteklenen Bilimsel Araþtýrma Projeleri (BAP) akademik teþvik puanlamasýnda nasýl deðerlendirilmektedir?;Yükseköðretim kurumlarý tarafýndan desteklenen bilimsel araþtýrma projeleri (BAP) akademik teþvik kapsamýnda deðerlendirmeye alýnmaz ve puanlanmaz. Benzer þekilde TÜBÝTAK-1002 projeleri, araþtýrma altyapýsý oluþturma projeleri, giriþimcilik projeleri ve Avrupa Birliði Katýlým Öncesi Mali Yardým (IPA) projeleri de kapsam dýþý býrakýlmýþtýr. Araþtýrmacýlarýn sadece yönetmelikte açýkça belirtilen TÜBÝTAK akademik destekleri ve dokuz aydan uzun süren dýþ kaynaklý Ar-Ge projelerini beyan etmeleri ve belgelemeleri gerekmektedir.;[Baþvuru Rehberi]|[Yönetmelik];Madde 12 / Madde 7(2);BAP|proje|kapsam dýþý|tübitak 1002;easy
